10.090000 -362202.372952 
10.090910 -362202.375569 
10.091820 -362202.378146 
10.092730 -362202.380683 
10.093640 -362202.383179 
10.094550 -362202.385634 
10.095450 -362202.388050 
10.096360 -362202.390424 
10.097270 -362202.392759 
10.098180 -362202.395053 
10.099090 -362202.397308 
10.100000 -362202.399521 
10.100910 -362202.401695 
10.101820 -362202.403829 
10.102730 -362202.405922 
10.103640 -362202.407976 
10.104550 -362202.409989 
10.105450 -362202.411963 
10.106360 -362202.413896 
10.107270 -362202.415790 
10.108180 -362202.417644 
10.109090 -362202.419458 
10.110000 -362202.421232 
10.110910 -362202.422966 
10.111820 -362202.424661 
10.112730 -362202.426316 
10.113640 -362202.427931 
10.114550 -362202.429507 
10.115450 -362202.431043 
10.116360 -362202.432539 
10.117270 -362202.433996 
10.118180 -362202.435414 
10.119090 -362202.436792 
10.120000 -362202.438131 
10.120910 -362202.439430 
10.121820 -362202.440690 
10.122730 -362202.441910 
10.123640 -362202.443092 
10.124550 -362202.444234 
10.125450 -362202.445337 
10.126360 -362202.446401 
10.127270 -362202.447425 
10.128180 -362202.448411 
10.129090 -362202.449357 
10.130000 -362202.450264 
10.130910 -362202.451133 
10.131820 -362202.451962 
10.132730 -362202.452753 
10.133640 -362202.453505 
10.134550 -362202.454217 
10.135450 -362202.454891 
10.136360 -362202.455527 
10.137270 -362202.456123 
10.138180 -362202.456681 
10.139090 -362202.457200 
10.140000 -362202.457680 
10.140910 -362202.458122 
10.141820 -362202.458525 
10.142730 -362202.458890 
10.143640 -362202.459216 
10.144550 -362202.459504 
10.145450 -362202.459753 
10.146360 -362202.459963 
10.147270 -362202.460136 
10.148180 -362202.460270 
10.149090 -362202.460366 
10.150000 -362202.460423 
10.150910 -362202.460442 
10.151820 -362202.460423 
10.152730 -362202.460366 
10.153640 -362202.460271 
10.154550 -362202.460138 
10.155450 -362202.459966 
10.156360 -362202.459757 
10.157270 -362202.459509 
10.158180 -362202.459223 
10.159090 -362202.458900 
10.160000 -362202.458539 
10.160910 -362202.458139 
10.161820 -362202.457702 
10.162730 -362202.457227 
10.163640 -362202.456715 
10.164550 -362202.456164 
10.165450 -362202.455576 
10.166360 -362202.454950 
10.167270 -362202.454287 
10.168180 -362202.453586 
10.169090 -362202.452847 
10.170000 -362202.452071 
10.170910 -362202.451258 
10.171820 -362202.450406 
10.172730 -362202.449518 
10.173640 -362202.448592 
10.174550 -362202.447628 
10.175450 -362202.446628 
10.176360 -362202.445590 
10.177270 -362202.444514 
10.178180 -362202.443402 
10.179090 -362202.442252 
10.180000 -362202.441065 
