1027.243729 -362202.372952 
1027.521690 -362202.375569 
1027.799701 -362202.378146 
1028.077763 -362202.380683 
1028.355875 -362202.383179 
1028.634036 -362202.385634 
1028.909191 -362202.388050 
1029.187452 -362202.390424 
1029.465764 -362202.392759 
1029.744126 -362202.395053 
1030.022538 -362202.397308 
1030.301000 -362202.399521 
1030.579512 -362202.401695 
1030.858075 -362202.403829 
1031.136688 -362202.405922 
1031.415351 -362202.407976 
1031.694064 -362202.409989 
1031.969764 -362202.411963 
1032.248577 -362202.413896 
1032.527440 -362202.415790 
1032.806353 -362202.417644 
1033.085317 -362202.419458 
1033.364331 -362202.421232 
1033.643395 -362202.422966 
1033.922510 -362202.424661 
1034.201674 -362202.426316 
1034.480889 -362202.427931 
1034.760154 -362202.429507 
1035.036400 -362202.431043 
1035.315765 -362202.432539 
1035.595180 -362202.433996 
1035.874646 -362202.435414 
1036.154162 -362202.436792 
1036.433728 -362202.438131 
1036.713344 -362202.439430 
1036.993011 -362202.440690 
1037.272728 -362202.441910 
1037.552496 -362202.443092 
1037.832313 -362202.444234 
1038.109105 -362202.445337 
1038.389023 -362202.446401 
1038.668991 -362202.447425 
1038.949009 -362202.448411 
1039.229078 -362202.449357 
1039.509197 -362202.450264 
1039.789366 -362202.451133 
1040.069586 -362202.451962 
1040.349856 -362202.452753 
1040.630176 -362202.453505 
1040.910547 -362202.454217 
1041.187886 -362202.454891 
1041.468357 -362202.455527 
1041.748878 -362202.456123 
1042.029450 -362202.456681 
1042.310072 -362202.457200 
1042.590744 -362202.457680 
1042.871467 -362202.458122 
1043.152240 -362202.458525 
1043.433063 -362202.458890 
1043.713937 -362202.459216 
1043.994861 -362202.459504 
1044.272748 -362202.459753 
1044.553773 -362202.459963 
1044.834848 -362202.460136 
1045.115973 -362202.460270 
1045.397149 -362202.460366 
1045.678375 -362202.460423 
1045.959652 -362202.460442 
1046.240979 -362202.460423 
1046.522356 -362202.460366 
1046.803784 -362202.460271 
1047.085263 -362202.460138 
1047.363697 -362202.459966 
1047.645276 -362202.459757 
1047.926905 -362202.459509 
1048.208585 -362202.459223 
1048.490315 -362202.458900 
1048.772096 -362202.458539 
1049.053927 -362202.458139 
1049.335809 -362202.457702 
1049.617741 -362202.457227 
1049.899723 -362202.456715 
1050.181757 -362202.456164 
1050.460740 -362202.455576 
1050.742874 -362202.454950 
1051.025058 -362202.454287 
1051.307292 -362202.453586 
1051.589577 -362202.452847 
1051.871913 -362202.452071 
1052.154299 -362202.451258 
1052.436736 -362202.450406 
1052.719223 -362202.449518 
1053.001761 -362202.448592 
1053.284349 -362202.447628 
1053.563882 -362202.446628 
1053.846571 -362202.445590 
1054.129310 -362202.444514 
1054.412100 -362202.443402 
1054.694941 -362202.442252 
1054.977832 -362202.441065 
